starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 03 14:53:19 2020	1599124999	60	54	113	49
Thu Sep 03 14:53:19 2020	1599124999	59	54	113	49
Thu Sep 03 14:53:19 2020	1599124999	60	54	113	49
Thu Sep 03 14:53:19 2020	1599124999	59	54	113	49
Thu Sep 03 14:53:19 2020	1599124999	59	54	114	49
Thu Sep 03 14:53:19 2020	1599124999	59	54	114	49
Thu Sep 03 14:53:19 2020	1599124999	60	54	114	49
Thu Sep 03 14:53:19 2020	1599124999	60	54	114	49
Thu Sep 03 14:53:19 2020	1599124999	60	54	114	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	54	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	54	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	54	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	61	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	61	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	61	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	61	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	60	55	115	49
Thu Sep 03 14:53:19 2020	1599124999	61	55	116	49
Thu Sep 03 14:53:19 2020	1599124999	61	55	116	49
Thu Sep 03 14:53:19 2020	1599124999	62	54	116	39
Thu Sep 03 14:53:19 2020	1599124999	61	55	116	50
Thu Sep 03 14:53:19 2020	1599124999	62	54	116	39
Thu Sep 03 14:53:19 2020	1599124999	61	55	116	50
Thu Sep 03 14:53:19 2020	1599124999	62	54	116	39
Thu Sep 03 14:53:19 2020	1599124999	61	55	116	50
Thu Sep 03 14:53:19 2020	1599124999	62	54	116	39
Thu Sep 03 14:53:19 2020	1599124999	62	54	116	39
Thu Sep 03 14:53:19 2020	1599124999	61	55	116	50
Thu Sep 03 14:53:19 2020	1599124999	65	51	116	39
Thu Sep 03 14:53:19 2020	1599124999	62	54	116	50
Thu Sep 03 14:53:19 2020	1599124999	61	55	116	50
Thu Sep 03 14:53:19 2020	1599124999	65	51	116	39
Thu Sep 03 14:53:19 2020	1599124999	62	54	116	50
Thu Sep 03 14:53:19 2020	1599124999	65	51	116	39
Thu Sep 03 14:53:19 2020	1599124999	61	55	116	50
